STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
LEM00040101,"HOUCHE AL OUMARA, LE",28-05-17,,,70,83,58
LEM00040101,"HOUCHE AL OUMARA, LE",29-05-17,0,,77,87,54
LEM00040101,"HOUCHE AL OUMARA, LE",30-05-17,0,,71,82,60
LEM00040101,"HOUCHE AL OUMARA, LE",31-05-17,0,,68,,61
LEM00040101,"HOUCHE AL OUMARA, LE",01-06-17,0,,68,76,51
LEM00040101,"HOUCHE AL OUMARA, LE",02-06-17,0,,67,,55
LEM00040101,"HOUCHE AL OUMARA, LE",03-06-17,0,,77,89,57
LEM00040101,"HOUCHE AL OUMARA, LE",04-06-17,,,74,93,
LEM00040101,"HOUCHE AL OUMARA, LE",05-06-17,0,,76,90,60
LEM00040101,"HOUCHE AL OUMARA, LE",06-06-17,0,,76,87,60
LEM00040101,"HOUCHE AL OUMARA, LE",07-06-17,0,,71,,56
LEM00040101,"HOUCHE AL OUMARA, LE",08-06-17,0,,81,98,62
LEM00040101,"HOUCHE AL OUMARA, LE",10-06-17,0,,77,92,
LEM00040101,"HOUCHE AL OUMARA, LE",11-06-17,0,,76,,56
LEM00040101,"HOUCHE AL OUMARA, LE",12-06-17,0,,85,95,58
LEM00040101,"HOUCHE AL OUMARA, LE",13-06-17,0,,71,,58
LEM00040101,"HOUCHE AL OUMARA, LE",14-06-17,0.03,,71,81,
LEM00040101,"HOUCHE AL OUMARA, LE",16-06-17,0,,76,89,62
LEM00040101,"HOUCHE AL OUMARA, LE",17-06-17,0,,75,88,61
LEM00040101,"HOUCHE AL OUMARA, LE",19-06-17,0,,76,,61
